original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",30.034,1995,calm,"Comedy,Romance",0.0,73.0,0.0
Single White Female,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",13.932,1992,uplifting,Thriller,0.0,49.0,0.0
Mädchen in Uniform,"A sensitive girl is sent to an all-girls boarding school and develops a romantic attachment to one of her teachers. One of the earliest narrative films to explicitly portray homosexuality. Based on ""Gestern und Heute"" by German playwright Christa Winsloe.",3.199,1931,uplifting,Drama,0.0,40.0,0.0
She's the Man,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",21.218,2006,uplifting,"Comedy,Drama,Romance",0.0,72.0,1.0
My Summer of Love,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tamsin. To seal their friendship, Mona introduces Tamsin to her born-again Christian brother and helps her spy on her adulterous father. Bound together by their secrets, the two girls see their friendship deepen and enter into dangerous waters.",8.723,2005,uplifting,"Drama,Romance",0.0,49.0,0.0
Kundun,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",8.764,1997,intense,"Drama,History",0.0,54.0,0.0
Philadelphia,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,20.299,1993,intense,Drama,0.0,30.0,0.0
Fine mrtve djevojke,"Iva and Marija, a young lesbian couple, rent an apartment in Zagreb, in a building that seems to provide a quiet and safe environment for their love, but over time the atmosphere in the building becomes more and more threatening. The elder landlady Olga dominates the building. Other tenants include her calm husband, her grown-up son Daniel who has a crush on Iva, the prostitute Lidija, an abused housewife, a widower keeping the corpse of his newly deceased wife, a gynecologist performing abortions in one flat of the house, and an ex-soldier who regularly plays martial music at night. After Olga finds out that Iva and Marija are lesbians, the situation escalates .",1.558,2002,uplifting,"Thriller,Drama",0.0,113.0,0.0
Milk,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",9.504,2008,uplifting,"History,Drama",0.0,50.0,0.0
What Ever Happened to Baby Jane?,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.",11.234,1962,calm,"Drama,Horror,Thriller",0.0,52.0,0.0
Die bitteren Tränen der Petra von Kant,"Petra von Kant is a successful fashion designer -- arrogant, caustic, and self-satisfied. She mistreats Marlene (her secretary, maid, and co-designer). Enter Karin, a 23-year-old beauty who wants to be a model. Petra falls in love with Karin and invites her to move in.",6.924,1972,uplifting,Drama,0.0,44.0,0.0
Itty Bitty Titty Committee,"High School grad and all American gal, Anna, finds her purpose and herself after she hooks up with the radical feminists in The Itty Bitty Titty Committee.",5.418,2007,calm,Comedy,0.0,27.0,0.0
Kondom des Grauens,"The plot takes place in New York, and in the present. In a Hotel called ""Quicky"" a professor blackmails a student of his into having sex with him. But when the professor puts on a condom, the carnivorous condom bites off his penis and disappears. Detective Mackaroni who gets the case thinks that the college girl just bit off her teacher's penis! Mackaroni goes to the motel himself to check out the crime scene, in the lobby he finds a gigolo named Bill and he asks him to follow him to crime room, there the two men attempt to have sex when they are suddenly interrupted by the attack of a killer condom.",5.262,1996,uplifting,"Comedy,Horror",0.0,113.0,1.0
Threesome,"At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships.",6.362,1994,uplifting,"Comedy,Drama,Romance",0.0,69.0,0.0
Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",12.432,1972,intense,"Music,Drama,Romance",0.0,34.0,0.0
In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,8.653,1997,uplifting,Comedy,0.0,19.0,0.0
Naissance des pieuvres,"Set during a sultry summer in a French suburb, Marie is desperate to join the local pool's synchronized swimming team, but is her interest solely for the sake of sport or for a chance to get close to Floriane, the bad girl of the team? Sciamma, and the two leads, capture the uncertainty of teenage sexuality with a sympathetic eye in this delicate drama of the angst of coming-of-age.",11.358,2007,uplifting,"Drama,Romance",1.0,69.0,0.0
Beautiful Thing,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, three teenagers edge towards adulthood.",8.547,1996,intense,"Comedy,Drama,Romance",0.0,18.0,0.0
玻璃樽,"When Ah Bu, a girl from a small fishing town in Taiwan, finds a glass bottle with a romantic message, she travels to Hong Kong to find her prince charming. As it turns out, her prince charming, Albert, happens to be gay. But all is not lost when Ah Bu meets the dashing Chi Wu. Meanwhile, Ah Bu's boyfriend from Taiwan comes looking for her, as the action and romance follow Ah Bu back to Taiwan.",16.268,1999,uplifting,"Adventure,Action,Comedy,Romance",0.0,76.0,0.0
101 Reykjavík,"Thirty-year-old Hlynur still lives with his mother and spends his days drinking, watching porn and surfing the net while living off unemployment checks. A girl is interested in him, but he stands back from commitment. His mother's Spanish flamenco teacher, Lola, moves in with them for Christmas. On New Year's Eve, while his mother is away, Hlynur finds out Lola is a lesbian, but also ends up having sex with her. He soon finds out he and his mother are sharing more than a house. Eventually he must find out where he fits into the puzzle, and how to live life less selfishly.",5.631,2000,dark,"Drama,Comedy,Romance",0.0,103.0,0.0
The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,10.57,1996,uplifting,Comedy,0.0,30.0,0.0
Wonder Boys,Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,10.731,2000,uplifting,"Comedy,Drama",0.0,54.0,0.0
The Associate,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,9.247,1996,uplifting,Comedy,0.0,81.0,0.0
XXY,"Alex, an intersexed 15-year-old, is living as a girl, but she and her family begin to wonder whether she's emotionally a boy when another teenager's sexual advances bring the issue to a head. As Alex faces a final decision regarding her gender, she meets both hostility and compassion.",8.823,2007,dark,Drama,0.0,48.0,0.0
She-Devil,A cunning and resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,10.368,1989,intense,Comedy,0.0,20.0,0.0
Mysterious Skin,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",12.921,2004,dark,Drama,0.0,19.0,0.0
My Beautiful Laundrette,"A British-Pakistani man renovates a rundown laundrette with his male lover while dealing with drama within his family, the local Pakistani community, and a persistent mob of skinheads.",7.629,1985,uplifting,"Comedy,Drama,Romance",0.0,28.0,0.0
